name,near,Address,Lat,Lng,Charging Speed
Blink Charging Station,"Seattle, WA, USA","1124 Columbia St, Seattle, WA 98104",47.608643799999996,-122.32369969999999,Slow
Blink Charging Station,"Seattle, WA, USA","705 Pike St, Seattle, WA 98101",47.6113782,-122.3314401,Slow
Blink Charging Station,"Seattle, WA, USA","1615 Belmont Ave, Seattle, WA 98122",47.615584,-122.3246765,Medium
Blink Charging Station,"Seattle, WA, USA","1600 7th Ave, Seattle, WA 98191",47.6132353,-122.33440329999999,Slow
Blink Charging Station,"Seattle, WA, USA","1901 Western Ave, Seattle, WA 98101",47.609158199999996,-122.34184409999999,Slow
Tesla Destination Charger,"Seattle, WA, USA","1415 5th Ave, Seattle, WA 98101",47.6100232,-122.3355284,Slow
Tesla Destination Charger,"Seattle, WA, USA","2100 Alaskan Wy, Seattle, WA 98121",47.610845,-122.347258,Medium
Blink Charging Station,"Seattle, WA, USA","1050 James St, Seattle, WA 98104",47.6065736,-122.32307019999999,Slow
Blink Charging Station,"Seattle, WA, USA","2105 5th Ave, Seattle, WA 98121",47.6144471,-122.3410102,Slow
Blink Charging Station,"Seattle, WA, USA","1099 Stewart St, Seattle, WA 98101",47.6164918,-122.33248789999999,Slow
Blink Charging Station,"Seattle, WA, USA","1220 Howell St, Seattle, WA 98101",47.6174933,-122.3302255,Not Applicable
Blink Charging Station,"Seattle, WA, USA","1530 Belmont Ave, Seattle, WA 98122",47.6148399,-122.3241666,Slow
Blink Charging Station,"Seattle, WA, USA","Union Station, 505 5th Ave S, Seattle, WA 98104",47.5975156,-122.3276726,Slow
Loop Charging Station,"Seattle, WA, USA",US,47.617689999999996,-122.33059,Slow
Blink Charging Station,"Seattle, WA, USA","125 Boren Ave, Seattle, WA 98144",47.6013484,-122.3179139,Slow
